# From Valeria:
# We blasted human mitochondrial proteins against proteins from alpha-proteobacteria group (100 species for each of 10 genes in result). 
# Then FASTA with flat query-anchored alignment sequences was parced to count the amount of aminoacids in every sequence, exclude genes ATP8, ND6 and ND4L.
;HumanGeneAnalog;GeneName;Ala;Arg;Asn;Asp;Cys;Gln;Glu;Gly;His;Ile;Leu;Lys;Met;Phe;Pro;Ser;Thr;Trp;Tyr;Val
359;COX3;cytochrome c oxidase subunit 3 [Oceanibaculum nanhaiense];29;7;3;7;3;6;8;23;13;16;25;3;7;30;10;9;16;13;11;21
360;COX3;cytochrome c oxidase subunit 3 [Sneathiella glossodoripedis];29;4;3;8;2;8;8;22;17;13;25;4;7;22;9;8;15;13;12;29
361;COX3;cytochrome c oxidase subunit 3 [SAR116 cluster bacterium];21;6;3;8;3;6;8;22;15;12;24;2;11;29;9;13;18;11;13;22
362;COX3;cytochrome c oxidase subunit 3 [SAR116 cluster bacterium];25;7;3;7;2;4;8;25;19;15;30;2;13;24;11;7;13;10;13;19
363;COX3;cytochrome c oxidase subunit 3 [Rhodospirillales bacterium];33;7;1;6;1;7;11;26;16;11;28;2;7;26;11;13;18;12;9;26
364;COX3;cytochrome c oxidase subunit 3 [Ferruginivarius sediminum];24;6;3;6;3;4;12;26;14;13;28;3;8;26;12;12;15;12;10;22
365;COX3;cytochrome c oxidase subunit 3 [Sneathiella chinensis];25;4;1;8;1;7;8;22;17;14;23;5;9;26;9;12;18;14;10;25
366;COX3;cytochrome c oxidase subunit 3 [Rhodospirillaceae bacterium];21;5;2;10;4;7;8;22;15;15;28;3;7;29;10;9;18;12;12;18
367;COX3;Cytochrome c oxidase subunit 3 [Alphaproteobacteria bacterium MarineAlpha9_Bin3];28;6;5;8;2;4;11;28;17;18;26;4;8;21;8;10;16;14;9;26
368;COX3;cytochrome c oxidase subunit 3 [Pelagibacterales bacterium];25;7;5;6;2;3;11;25;17;18;26;4;8;24;9;11;19;13;9;25
369;COX3;cytochrome c oxidase subunit 3 [SAR116 cluster bacterium];21;7;1;12;2;7;8;24;14;15;27;3;10;28;12;7;14;11;10;24
370;COX3;cytochrome c oxidase subunit 3 [Rickettsiaceae bacterium];21;3;5;5;1;4;10;25;14;16;35;2;5;25;10;16;20;8;11;24
371;COX3;cytochrome c oxidase subunit 3 [Pelagibacterales bacterium];25;6;4;8;3;4;11;29;17;19;26;4;8;21;9;11;16;14;9;25
372;COX3;cytochrome c oxidase subunit 3 [Sphingomonas sp. HDW15C];23;6;8;6;3;5;8;26;14;18;31;6;7;24;13;8;13;12;10;20
373;COX3;cytochrome c oxidase subunit 3 [SAR116 cluster bacterium];25;8;4;9;2;7;9;24;15;16;26;1;10;31;11;6;13;11;8;21
374;COX3;cytochrome c oxidase subunit 3 [Rhodospirillaceae bacterium];29;6;4;10;4;3;9;21;15;19;21;1;10;28;12;9;13;12;12;19
375;COX3;cytochrome c oxidase subunit 3 [SAR116 cluster bacterium];21;6;3;9;4;7;8;21;15;15;26;3;7;28;10;11;16;11;14;20
376;COX3;cytochrome c oxidase subunit 3 [Dongia sp. URHE0060];20;5;4;10;2;4;6;24;17;18;25;6;7;31;15;12;14;10;10;24
377;COX3;Cytochrome c oxidase subunit 3 [Alphaproteobacteria bacterium MarineAlpha4_Bin2];25;7;2;9;3;2;12;30;17;12;32;5;7;29;15;9;15;11;13;25
378;COX3;cytochrome c oxidase subunit 3 [Rhodospirillaceae bacterium];28;6;5;8;2;5;8;25;14;16;20;4;7;29;12;8;18;14;10;21
379;COX3;cytochrome c oxidase subunit 3 [Alphaproteobacteria bacterium];29;5;4;6;4;4;8;23;17;12;26;5;6;31;12;7;15;12;7;25
380;COX3;cytochrome c oxidase subunit 3 [Alphaproteobacteria bacterium];26;4;7;9;2;7;7;22;13;12;28;5;7;30;11;8;13;13;8;26
381;COX3;cytochrome c oxidase subunit 3 [Alphaproteobacteria bacterium];27;6;3;7;2;5;7;23;16;15;25;4;9;24;12;9;19;14;9;22
382;COX3;cytochrome c oxidase subunit 3 [Alphaproteobacteria bacterium];25;4;2;7;4;5;7;25;16;13;27;4;6;27;13;9;16;14;9;20
383;COX3;cytochrome c oxidase subunit 3 [Limibacillus halophilus];20;6;2;10;2;7;9;31;17;20;27;2;7;30;11;13;12;12;9;20
384;COX3;cytochrome c oxidase subunit 3 [Roseomonas frigidaquae];27;6;3;6;2;2;7;26;12;12;34;4;6;31;13;12;16;13;8;22
385;COX3;cytochrome c oxidase subunit 3 [Sneathiella sp.];27;5;2;6;2;5;9;26;17;14;24;4;8;24;10;10;18;14;11;24
386;COX3;cytochrome c oxidase subunit 3 [Alphaproteobacteria bacterium];25;8;3;11;2;7;7;23;13;16;21;1;11;30;11;8;13;11;10;26
387;COX3;cytochrome c oxidase subunit 3 [Alphaproteobacteria bacterium];21;7;2;8;2;7;10;24;15;17;25;3;11;32;12;8;14;11;7;21
388;COX3;heme/copper-type cytochrome/quinol oxidase, subunit 3 [SAR116 cluster alpha proteobacterium HIMB100];25;8;4;7;2;7;10;25;14;14;27;1;10;28;11;6;15;11;9;23
389;COX3;cytochrome c oxidase subunit 3 [SAR116 cluster bacterium];22;9;2;8;3;5;10;27;14;16;25;1;10;28;13;9;13;11;10;22
390;COX3;cytochrome c oxidase subunit 3 [SAR116 cluster bacterium];25;8;4;7;2;7;10;25;14;17;28;1;9;28;11;6;15;11;9;20
391;COX3;cytochrome c oxidase subunit 3 [SAR116 cluster bacterium MED-G06];24;6;3;9;3;6;9;27;15;12;23;3;13;28;12;8;13;12;8;24
392;COX3;cytochrome c oxidase subunit 3 [Elioraea sp. Yellowstone];26;12;2;6;3;4;9;21;12;11;30;1;6;29;16;9;17;12;9;25
393;COX3;cytochrome c oxidase subunit 3 [Candidatus Puniceispirillum sp. TMED245];24;6;4;8;3;6;9;27;15;12;23;3;13;28;12;8;13;12;8;24
394;COX3;cytochrome c oxidase subunit 3 [Alphaproteobacteria bacterium];19;5;3;4;2;4;9;27;14;15;31;5;7;24;13;15;13;13;12;23
395;COX3;cytochrome c oxidase subunit 3 [SAR116 cluster bacterium];25;8;3;11;2;7;7;23;13;16;20;1;11;30;11;8;13;11;10;26
396;COX3;cytochrome c oxidase subunit 3 [Alphaproteobacteria bacterium];24;8;3;8;3;4;8;22;14;11;27;5;12;32;15;10;17;12;9;25
397;COX3;cytochrome c oxidase subunit 3 [Alphaproteobacteria bacterium];26;5;3;5;1;4;9;27;15;15;28;7;7;25;13;10;19;15;10;19
398;COX3;cytochrome c oxidase subunit 3 [SAR116 cluster bacterium];19;6;3;9;3;4;8;27;13;16;30;0;11;31;11;14;14;10;11;20
399;COX3;cytochrome c oxidase subunit 3 [SAR116 cluster bacterium];26;8;3;8;4;5;9;27;13;11;23;2;12;27;12;6;14;12;9;26
400;COX3;cytochrome c oxidase subunit 3 [Pelagibacterales bacterium];25;6;4;8;3;4;10;30;17;19;24;4;8;21;9;10;16;14;9;26
401;CYTB;cytochrome b [Rickettsiales bacterium];27;9;14;12;2;3;8;28;15;35;48;6;12;32;23;19;16;10;23;33
402;CYTB;cytochrome b [Rhodospirillaceae bacterium];27;12;13;9;0;6;6;32;13;25;47;9;11;29;27;14;14;12;22;42
403;CYTB;cytochrome b [Alphaproteobacteria bacterium];23;10;12;12;0;3;7;28;13;40;46;10;10;30;25;15;21;13;21;30
404;CYTB;cytochrome b N-terminal domain-containing protein [Sneathiella limimaris];23;10;13;12;1;4;7;29;14;31;47;11;11;29;25;15;16;13;25;34
405;CYTB;cytochrome b N-terminal domain-containing protein [Oceanibacterium hippocampi];25;15;12;11;1;5;9;30;13;31;49;8;13;32;29;16;16;16;22;35
406;CYTB;cytochrome b [Pelagibacterales bacterium];24;10;11;12;0;4;6;28;16;41;45;11;10;32;24;21;16;13;22;24
407;CYTB;cytochrome b N-terminal domain-containing protein [Candidatus Paracaedibacter acanthamoebae];22;12;15;11;2;4;10;26;11;31;49;8;13;35;28;18;11;10;23;30
408;CYTB;cytochrome b N-terminal domain-containing protein [Sneathiella chinensis];24;12;13;12;1;3;6;29;14;32;51;9;11;30;24;16;16;14;24;29
409;CYTB;cytochrome b [Alphaproteobacteria bacterium 46_93_T64];24;11;12;12;2;4;8;29;14;31;47;10;14;27;24;14;15;13;24;35
410;CYTB;cytochrome b [Rhodospirillaceae bacterium];29;10;14;10;2;7;7;26;12;31;54;10;10;35;25;24;17;13;20;31
411;CYTB;cytochrome b N-terminal domain-containing protein [Sneathiella chungangensis];26;11;12;12;1;4;6;28;14;29;49;10;11;31;25;15;17;14;24;31
412;CYTB;cytochrome b [Alphaproteobacteria bacterium TMED93];23;10;11;12;0;4;6;29;16;35;46;11;9;33;24;20;16;13;21;31
413;CYTB;cytochrome b [Pelagibacterales bacterium];26;9;12;12;0;4;7;28;13;41;44;10;9;31;24;16;17;13;21;32
414;CYTB;cytochrome b N-terminal domain-containing protein [Stella humosa];25;15;15;11;2;5;8;30;13;27;47;6;10;38;27;12;13;12;16;40
415;CYTB;cytochrome b N-terminal domain-containing protein [Candidatus Odyssella thessalonicensis];22;12;14;12;1;3;10;25;13;30;49;8;15;37;28;19;12;10;23;26
416;CYTB;cytochrome b N-terminal domain-containing protein [Sneathiella sp. P13V-1];25;10;12;11;2;4;8;29;15;30;48;11;12;32;25;13;15;13;24;31
417;CYTB;cytochrome b N-terminal domain-containing protein [Sneathiella sp. DP05];28;11;13;12;1;4;6;29;14;31;48;10;13;28;24;13;16;14;25;30
418;CYTB;cytochrome b [Stella vacuolata];24;15;16;9;1;5;9;30;13;29;45;6;13;38;27;14;13;12;16;37
419;CYTB;cytochrome b [Alphaproteobacteria bacterium];25;14;12;12;1;4;7;31;12;31;46;7;11;35;27;14;16;12;21;34
420;CYTB;cytochrome b/b6, partial [Rickettsiales bacterium];31;10;18;9;2;7;7;21;12;39;51;5;14;29;21;27;14;8;20;32
421;CYTB;cytochrome b [Pelagibacterales bacterium];24;10;12;12;0;4;6;28;16;36;46;11;9;33;24;19;15;13;22;30
422;CYTB;cytochrome b [Rhodospirillales bacterium];31;19;14;10;1;3;7;30;16;31;40;3;9;32;28;18;12;13;19;35
423;CYTB;cytochrome b N-terminal domain-containing protein [Sneathiella aquimaris];26;12;12;11;1;4;9;28;15;30;48;9;12;30;24;14;16;14;24;31
424;CYTB;cytochrome b N-terminal domain-containing protein [Candidatus Paracaedibacter symbiosus];22;15;16;11;1;2;10;27;12;26;48;7;21;37;27;18;12;12;21;27
425;CYTB;cytochrome b [Pelagibacterales bacterium];24;12;12;12;0;3;7;28;13;40;46;10;9;33;24;16;16;13;21;31
426;CYTB;cytochrome b [Rickettsiales bacterium];25;11;15;12;0;4;8;27;16;43;44;15;9;37;24;18;18;14;22;26
427;CYTB;cytochrome b/b6 [Rickettsiaceae bacterium];31;8;14;9;2;10;6;26;13;32;52;8;8;31;22;22;15;12;24;30
428;CYTB;cytochrome b/b6 [Alphaproteobacteria bacterium];26;9;13;12;1;4;7;30;9;27;45;13;19;36;25;15;14;13;23;29
429;CYTB;cytochrome b/b6 [Ferrovibrio terrae];23;11;14;10;3;6;8;30;14;30;52;11;12;31;28;15;17;13;24;33
430;CYTB;cytochrome b/b6 [Alphaproteobacteria bacterium];26;9;13;12;1;4;7;30;9;26;45;13;19;36;25;15;14;13;23;30
431;CYTB;cytochrome b/b6 [Alphaproteobacteria bacterium];26;9;13;12;1;5;6;30;9;27;45;13;19;37;25;13;16;13;23;28
432;CYTB;cytochrome b [Sneathiella sp.];27;11;12;11;1;4;6;27;14;28;45;9;11;29;24;16;15;14;24;28
433;CYTB;cytochrome b [Rhodospirillaceae bacterium];32;11;13;11;0;5;8;30;12;35;44;9;13;30;26;13;13;15;24;26
434;CYTB;cytochrome b [Rickettsiales bacterium];32;9;12;11;5;6;8;27;14;29;47;7;10;30;22;25;11;12;19;38
435;CYTB;cytochrome b N-terminal domain-containing protein [Zavarzinia aquatilis];33;10;13;11;1;4;7;30;12;34;40;9;14;32;23;16;15;15;22;31
436;CYTB;cytochrome b [Pelagibacterales bacterium];28;10;11;12;0;4;6;27;13;37;44;9;8;30;23;16;18;13;21;26
437;CYTB;cytochrome b [Stella sp. ATCC 35155];23;14;15;10;1;7;8;30;13;26;51;6;10;33;27;15;13;12;19;39
438;CYTB;cytochrome b [Pelagibacterales bacterium];28;10;11;12;0;4;6;27;13;37;43;9;8;30;23;16;18;13;21;27
439;CYTB;cytochrome b [Rhodospirillaceae bacterium];28;14;13;12;1;5;6;30;10;25;41;9;17;34;24;12;14;14;21;40
440;CYTB;cytochrome b [Rickettsiales bacterium];25;12;12;12;0;3;7;28;13;39;43;10;9;33;24;16;16;13;21;29
441;CYTB;cytochrome b [Rickettsiales bacterium];24;13;17;12;1;5;6;26;10;31;47;10;15;36;24;15;16;10;25;32
442;CYTB;cytochrome b/b6 [Oceanibaculum indicum];29;13;13;9;2;3;10;28;14;33;44;6;14;34;25;12;16;10;23;32
443;CYTB;cytochrome b/b6 [Oceanibaculum nanhaiense];28;13;13;9;2;3;10;28;14;33;45;7;14;34;25;12;16;10;23;31
444;CYTB;cytochrome b N-terminal domain-containing protein [Rickettsiales endosymbiont of Stachyamoeba lipophora];31;11;15;7;0;6;8;25;13;40;35;7;10;38;27;22;13;10;22;29
445;CYTB;cytochrome b [Rickettsiales bacterium];23;12;14;14;1;4;6;25;11;29;44;8;16;35;23;19;17;10;24;36
446;CYTB;cytochrome b/b6 [Alphaproteobacteria bacterium];26;12;12;11;0;5;7;29;14;31;42;8;13;35;23;19;14;11;23;34
447;CYTB;cytochrome b/b6 [Telmatospirillum sp.];28;9;13;12;3;4;5;31;9;29;41;10;10;31;25;14;14;10;21;36
448;CYTB;cytochrome b [Alphaproteobacteria bacterium];25;14;14;11;2;7;6;29;9;24;49;7;16;33;28;16;14;16;19;33
449;CYTB;cytochrome b N-terminal domain-containing protein [Arboricoccus pini];28;12;13;12;1;7;7;29;11;26;51;9;11;37;25;17;13;15;22;40
450;CYTB;cytochrome b/b6 [Rhodospirillales bacterium];23;9;16;10;1;3;7;27;12;30;41;9;14;39;27;17;14;14;23;33
451;CYTB;cytochrome b [Alphaproteobacteria bacterium TMED62];22;9;12;13;0;4;6;26;16;38;49;14;8;35;24;19;18;13;20;25
452;CYTB;cytochrome b N-terminal domain-containing protein [Alphaproteobacteria bacterium R1DC25];24;12;11;12;2;5;7;27;12;31;44;9;14;27;25;16;16;13;22;41
453;CYTB;cytochrome b [Ferrovibrio sp.];24;11;14;10;4;6;7;31;14;29;52;10;12;34;29;12;17;13;21;35
454;CYTB;Cytochrome b/b6-like protein [alpha proteobacterium BAL199];24;12;13;11;0;3;9;28;13;32;41;8;12;39;25;18;13;12;20;36
455;CYTB;cytochrome b N-terminal domain-containing protein [Alphaproteobacteria bacterium];25;10;15;9;2;3;8;30;10;23;49;11;13;37;28;17;16;15;22;29
456;CYTB;cytochrome b/b6 [Zavarzinia compransoris];31;10;15;9;2;3;8;30;12;34;39;9;12;31;24;14;14;13;25;37
457;CYTB;cytochrome b [Rickettsiales bacterium];22;12;15;16;2;5;4;26;10;29;48;7;17;40;23;15;16;10;21;32
458;CYTB;cytochrome b [Sneathiella sp.];27;11;11;10;1;4;6;28;12;30;46;9;11;29;21;13;15;14;21;30
459;CYTB;cytochrome b/b6 [Telmatospirillum sp. J64-1];29;12;14;10;0;4;6;29;12;25;46;8;16;36;26;14;17;13;22;31
460;CYTB;cytochrome b [Rickettsiales bacterium];26;14;16;15;1;6;5;26;10;33;47;9;14;34;23;15;16;10;25;30
461;CYTB;cytochrome b N-terminal domain-containing protein [Alphaproteobacteria bacterium];25;11;15;10;2;3;7;31;10;24;47;10;14;38;26;17;16;15;21;30
462;CYTB;cytochrome b/b6 [Alphaproteobacteria bacterium];28;12;11;10;0;5;7;30;15;30;52;6;9;30;27;15;13;14;20;36
463;CYTB;cytochrome b [Alphaproteobacteria bacterium MarineAlpha9_Bin1];24;9;13;13;0;3;6;30;13;38;46;11;9;32;23;22;13;12;24;29
464;CYTB;cytochrome b/b6, partial [Rickettsiales bacterium];23;10;13;9;2;6;8;22;11;38;44;9;11;40;22;23;12;9;25;38
465;CYTB;cytochrome b/b6 [Elioraea tepidiphila];25;12;13;10;3;2;8;26;10;27;44;8;15;37;31;14;15;11;21;40
466;CYTB;cytochrome b [Alphaproteobacteria bacterium];24;9;14;10;0;7;6;32;15;39;41;6;13;26;28;18;15;16;24;27
467;CYTB;cytochrome b [Alphaproteobacteria bacterium MarineAlpha9_Bin2];24;9;13;13;0;3;6;30;13;38;46;11;9;32;23;22;13;12;24;29
468;CYTB;cytochrome b [Alphaproteobacteria bacterium 43-37];21;13;15;8;1;3;11;29;13;24;45;10;16;38;26;16;12;13;19;37
469;CYTB;cytochrome b N-terminal domain-containing protein [Pelagibacterales bacterium];25;10;16;11;3;7;4;29;12;36;42;8;11;43;23;20;16;11;19;30
470;CYTB;cytochrome b N-terminal domain-containing protein [Nisaea sp. NBU1469];30;12;12;11;2;2;7;26;13;30;44;8;13;39;27;15;16;12;20;31
471;CYTB;cytochrome b [Hypericibacter terrae];25;10;14;11;1;2;8;28;17;29;46;10;14;36;27;19;14;15;21;34
472;CYTB;cytochrome b [Alphaproteobacteria bacterium];27;11;15;11;1;5;8;29;12;30;43;11;13;33;25;13;15;12;21;40
473;CYTB;cytochrome b [Alphaproteobacteria bacterium];28;14;16;15;1;6;5;26;10;33;46;9;13;35;23;13;17;10;25;30
474;CYTB;cytochrome b [Rickettsiales bacterium];25;13;18;13;1;5;5;25;9;30;47;10;13;37;23;16;17;10;24;34
475;CYTB;cytochrome b [Alphaproteobacteria bacterium];24;13;14;13;1;3;9;30;14;22;49;7;14;36;26;16;14;12;21;33
476;CYTB;cytochrome b N-terminal domain-containing protein [Rhodospirillales bacterium];26;10;14;10;2;3;8;30;10;26;44;11;14;37;27;18;16;15;20;31
477;CYTB;cytochrome b/b6, partial [Rickettsiales bacterium];28;8;15;11;5;8;5;23;13;38;40;6;9;28;20;27;11;12;21;28
478;CYTB;cytochrome b [Rickettsiales bacterium];25;11;14;12;0;4;8;27;15;41;41;14;9;36;24;18;18;14;21;25
479;CYTB;cytochrome b N-terminal domain-containing protein [Rhodospirillales bacterium];20;14;14;10;1;3;8;30;14;35;49;6;12;34;29;16;14;15;19;29
480;CYTB;cytochrome b/b6 [Alphaproteobacteria bacterium];24;11;13;10;1;5;8;28;11;28;46;8;13;31;24;13;15;14;20;32
481;CYTB;cytochrome b [Alphaproteobacteria bacterium MarineAlpha9_Bin3];28;9;11;12;0;5;6;27;13;36;42;9;9;31;23;16;17;13;20;29
482;CYTB;cytochrome b N-terminal domain-containing protein [Tistrella mobilis];32;12;13;9;0;4;8;27;10;28;46;9;8;33;22;16;15;13;17;33
483;CYTB;cytochrome b/b6 [Alphaproteobacteria bacterium];33;14;18;9;2;5;7;27;15;34;40;8;15;36;28;14;14;12;22;35
484;CYTB;cytochrome b N-terminal domain-containing protein [Magnetospirillum sp.];24;10;16;11;1;4;7;28;10;31;45;11;15;33;25;17;14;15;24;29
485;CYTB;cytochrome b/b6 [Roseospirillum parvum];28;10;10;11;0;3;9;26;12;31;46;10;20;31;26;18;14;13;22;30
486;CYTB;cytochrome b N-terminal domain-containing protein [Pannonibacter sp. XCT-34];28;9;15;8;1;6;6;28;11;30;42;10;11;38;26;17;18;13;21;34
487;CYTB;cytochrome b [Rickettsiales bacterium];27;11;19;10;3;7;6;26;12;28;55;4;14;34;23;22;17;8;21;28
488;CYTB;cytochrome b/b6 [Kaistia adipata];24;12;14;7;0;4;7;32;12;27;45;6;12;33;25;18;19;13;21;39
489;CYTB;cytochrome b [Nisaea sp.];21;13;14;10;1;6;8;27;13;35;44;6;12;38;24;19;17;11;19;32
490;CYTB;cytochrome b/b6 [Pelagibacterales bacterium SAG-MED16];29;9;14;11;1;4;7;23;13;37;50;11;10;31;23;15;18;12;23;29
491;CYTB;cytochrome b N-terminal domain-containing protein [Breoghania sp. L-A4];26;11;14;11;1;4;6;27;14;33;33;9;17;35;25;16;20;14;23;31
492;CYTB;cytochrome b N-terminal domain-containing protein [Tistrella mobilis];32;12;13;9;0;4;8;27;10;29;46;9;9;33;22;16;15;13;17;31
493;CYTB;cytochrome b/b6 [Pelagibacterales bacterium SAG-MED34];29;9;14;11;1;4;7;23;13;37;49;11;11;31;23;15;18;12;23;29
494;CYTB;MULTISPECIES: cytochrome b/b6 [Thalassobaculum];27;12;12;10;0;3;8;28;14;37;41;8;11;39;25;16;14;11;19;34
495;CYTB;cytochrome b subunit of the bc complex [alpha proteobacterium HIMB114];29;9;12;12;1;6;6;27;13;40;48;9;12;29;22;16;17;12;21;30
496;CYTB;cytochrome b [Rhodospirillaceae bacterium];24;13;14;10;2;3;8;25;14;33;44;6;13;33;24;16;18;10;22;38
497;CYTB;cytochrome b N-terminal domain-containing protein [Alphaproteobacteria bacterium];23;12;15;9;1;5;7;26;10;27;44;8;18;38;26;16;15;14;23;33
498;CYTB;ubiquinol-cytochrome c reductase cytochrome b subunit [Rhodospirillaceae bacterium];22;11;15;9;2;3;8;27;12;29;45;9;14;37;27;16;18;15;22;29
499;CYTB;cytochrome b [Pelagibacteraceae bacterium];27;9;12;12;1;6;6;27;13;38;48;9;12;28;22;16;18;12;22;33
500;CYTB;cytochrome b [Rhodospirillaceae bacterium];25;14;14;14;2;4;9;27;10;35;52;9;11;36;26;17;15;14;22;29
501;ND1;NADH-quinone oxidoreductase subunit NuoH [Roseomonas sp. BU-1];33;10;7;5;3;6;11;24;0;25;42;7;18;26;16;18;8;10;10;25
502;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodospirillales bacterium];36;12;9;8;0;5;10;23;1;21;37;6;17;24;19;13;11;7;11;32
503;ND1;NADH-quinone oxidoreductase subunit NuoH [Alphaproteobacteria bacterium];33;10;8;7;2;5;12;23;0;25;45;8;15;26;19;17;12;7;12;34
504;ND1;NADH-quinone oxidoreductase subunit NuoH [SAR116 cluster bacterium];37;10;8;9;2;5;10;21;0;21;49;8;13;28;18;18;12;7;12;32
505;ND1;NADH-quinone oxidoreductase subunit NuoH [Acetobacteraceae bacterium];30;10;9;4;2;5;12;22;0;31;39;8;13;27;16;17;9;8;10;24
506;ND1;NADH-quinone oxidoreductase subunit NuoH [Belnapia rosea];34;12;7;6;1;7;11;19;2;21;45;6;14;29;17;17;9;10;9;31
507;ND1;NADH-quinone oxidoreductase subunit H [Alphaproteobacteria bacterium MarineAlpha3_Bin1];35;12;9;8;0;5;10;23;1;22;37;6;17;24;19;14;11;7;11;31
508;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodospirillales bacterium];35;12;9;8;0;5;10;23;1;21;37;6;17;24;19;14;11;7;11;32
509;ND1;NADH-quinone oxidoreductase subunit NuoH [Roseococcus sp. SYP-B2431];29;11;8;5;3;5;12;21;0;21;42;7;14;30;17;19;14;11;10;28
510;ND1;NADH:ubiquinone oxidoreductase subunit 1 (chain H) [SAR116 cluster alpha proteobacterium HIMB100];32;10;8;7;2;5;12;24;0;24;46;8;14;27;19;17;12;7;11;35
511;ND1;NADH-quinone oxidoreductase subunit H [Alphaproteobacteria bacterium MarineAlpha3_Bin7];30;10;9;5;1;6;13;23;1;26;36;7;15;26;18;13;13;8;12;32
512;ND1;NADH:ubiquinone oxidoreductase, membrane subunit H [Rhodospirillaceae bacterium LM-1];33;10;8;6;0;5;9;21;1;20;46;8;12;28;19;17;12;9;11;30
513;ND1;NADH-quinone oxidoreductase subunit NuoH [Belnapia moabensis];34;12;7;6;1;7;11;19;2;22;45;6;12;29;17;16;9;10;9;33
514;ND1;NADH-quinone oxidoreductase subunit NuoH [Magnetovibrio sp.];33;10;8;5;3;5;12;23;1;26;43;7;12;25;19;16;9;8;10;26
515;ND1;NADH-quinone oxidoreductase subunit NuoH [Siccirubricoccus sp. 1-3];33;10;9;5;3;7;11;19;0;22;46;7;13;28;18;16;10;10;9;31
516;ND1;NADH-quinone oxidoreductase subunit NuoH [Candidatus Puniceispirillum marinum];30;9;9;5;1;7;11;23;0;26;43;7;16;26;18;18;8;8;10;28
517;ND1;NADH-quinone oxidoreductase subunit NuoH [Tistrella bauzanensis];26;13;9;8;1;6;10;20;0;26;46;5;13;26;18;18;10;9;10;29
518;ND1;NADH-quinone oxidoreductase subunit NuoH [Alphaproteobacteria bacterium];33;12;7;6;1;7;11;20;2;25;44;6;12;29;17;17;8;10;9;31
519;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodospirillaceae bacterium];30;10;9;5;1;6;13;23;1;26;36;7;15;25;18;13;13;8;12;32
520;ND1;NADH-quinone oxidoreductase subunit NuoH [Alphaproteobacteria bacterium];30;9;8;6;2;5;10;22;1;23;43;8;15;28;18;19;8;9;11;29
521;ND1;Respiratory-chain NADH dehydrogenase, subunit 1 [Candidatus Puniceispirillum marinum IMCC1322];30;9;9;5;1;7;11;23;0;26;43;7;16;26;18;18;8;8;10;28
522;ND1;NADH-quinone oxidoreductase subunit NuoH [Alphaproteobacteria bacterium];37;10;8;9;2;4;10;21;0;21;50;8;13;28;18;18;12;7;12;32
523;ND1;NADH-quinone oxidoreductase subunit NuoH [Belnapia sp. F-4-1];35;12;7;5;1;7;11;19;2;21;45;6;13;29;17;16;10;10;9;32
524;ND1;NADH-quinone oxidoreductase subunit NuoH [Tistrella sp.];25;14;9;7;1;6;11;20;0;26;47;4;11;26;18;19;11;9;11;28
525;ND1;NADH-quinone oxidoreductase subunit NuoH [Tistrella mobilis];25;14;9;7;1;6;11;20;0;27;47;4;11;26;18;19;11;9;11;27
526;ND1;NADH-quinone oxidoreductase subunit NuoH [Alphaproteobacteria bacterium];30;9;8;6;1;5;10;22;1;22;43;8;15;28;18;19;8;9;11;28
527;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodospirillaceae bacterium];31;10;9;6;2;5;11;22;0;21;45;8;14;27;18;16;10;7;10;31
528;ND1;NADH-quinone oxidoreductase subunit NuoH [Roseicella frigidaeris];34;9;8;4;3;6;12;19;0;19;46;8;14;28;18;16;14;10;11;28
529;ND1;NADH-quinone oxidoreductase subunit NuoH [Alphaproteobacteria bacterium];30;9;6;7;0;6;10;22;0;24;43;8;15;26;19;19;12;8;11;28
530;ND1;NADH-quinone oxidoreductase subunit NuoH [SAR116 cluster bacterium];30;9;6;7;0;6;10;22;0;24;43;8;15;26;19;19;12;8;11;28
531;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodospirillaceae bacterium];35;12;9;8;0;5;10;23;1;22;37;6;17;23;19;13;11;7;11;31
532;ND1;NADH-quinone oxidoreductase subunit NuoH [Rickettsiales bacterium];19;9;11;7;0;7;11;21;1;38;41;10;11;26;16;21;11;7;13;21
533;ND1;NADH-quinone oxidoreductase subunit NuoH [Dankookia rubra];31;11;7;5;3;6;11;20;0;25;44;7;15;28;18;19;10;10;9;28
534;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodospirillaceae bacterium];30;8;7;7;2;7;9;21;1;27;42;8;11;27;18;16;11;7;11;33
535;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodospirillales bacterium];31;11;9;5;3;4;10;23;2;20;40;8;12;21;18;18;11;8;12;36
536;ND1;NADH-quinone oxidoreductase subunit NuoH [Siccirubricoccus deserti];32;10;8;4;3;8;12;19;0;24;43;6;15;28;18;17;13;9;9;25
537;ND1;MULTISPECIES: NADH-quinone oxidoreductase subunit NuoH [Roseomonas];30;11;9;6;2;5;10;21;1;25;40;6;15;24;18;14;13;10;12;27
538;ND1;NADH-quinone oxidoreductase subunit NuoH [Rhodopila globiformis];28;10;8;5;4;6;10;24;1;22;53;7;12;23;16;21;7;8;10;25
