;Species;Gene;GeneName;Ala;Arg;Asn;Asp;Cys;Gln;Glu;Gly;His;Ile;Leu;Lys;Met;Phe;Pro;Ser;Thr;Trp;Tyr;Val
13150;Magnetospirillum_marisnigri;ND1;NADH-quinone oxidoreductase subunit NuoH;32;8;8;5;1;5;10;24;1;22;47;8;12;22;18;19;8;9;12;24
13151;Rickettsia_conorii;ND1;NADH-quinone oxidoreductase subunit NuoH;22;11;10;7;3;5;10;22;0;30;45;7;12;23;17;18;13;8;12;22
13152;Gluconacetobacter_azotocaptans;ND1;NADH-quinone oxidoreductase subunit NuoH;31;10;12;4;2;5;9;23;1;20;41;7;11;27;16;17;8;9;9;25
13153;Defluviicoccus_vanus;ND1;NADH-quinone oxidoreductase subunit NuoH;38;10;10;6;2;5;10;21;2;23;42;8;17;21;17;15;11;10;10;28
13154;Gluconacetobacter_tumulisoli;ND1;NADH-quinone oxidoreductase subunit NuoH;31;10;12;4;2;5;9;23;1;20;40;7;11;27;16;16;8;9;9;27
13155;Magnetospirillum_moscoviense;ND1;NADH-quinone oxidoreductase subunit NuoH;30;10;9;7;1;7;10;22;1;24;45;9;10;26;17;16;10;8;11;31
13156;Rickettsia_australis;ND1;NADH-quinone oxidoreductase subunit NuoH;23;11;9;7;3;5;10;22;0;32;43;7;11;25;17;17;14;8;12;21
13157;Rickettsia_canadensis;ND1;NADH-quinone oxidoreductase subunit NuoH;22;11;9;7;3;5;10;22;0;30;47;7;10;22;17;18;14;8;12;23
13158;Nguyenibacter_vanlangensis;ND1;NADH-quinone oxidoreductase subunit NuoH;32;10;12;4;2;5;9;23;1;19;40;7;12;28;16;16;8;9;9;25
13159;Elstera_cyanobacteriorum;ND1;NADH-quinone oxidoreductase subunit NuoH;25;10;8;6;1;5;10;23;0;24;47;9;11;24;18;21;9;9;11;23
13160;Ehrlichia_ruminantium;ND1;NADH-quinone oxidoreductase subunit NuoH;26;9;13;6;2;6;11;21;2;43;41;9;10;24;19;23;9;8;16;24
13161;Roseospira_navarrensis;ND1;NADH-quinone oxidoreductase subunit NuoH;32;11;8;7;1;6;11;26;1;31;42;5;13;20;18;14;10;9;12;27
13162;Rickettsia_akari;ND1;NADH-quinone oxidoreductase subunit NuoH;22;10;9;7;4;5;10;22;0;32;44;7;11;24;17;18;13;8;12;22
13163;Wolbachia_pipientis;ND1;NADH-quinone oxidoreductase subunit NuoH;27;9;11;4;0;6;13;21;3;40;44;8;11;23;19;18;9;7;13;31
13164;Dongia_mobilis;ND1;NADH-quinone oxidoreductase subunit NuoH;38;10;9;10;3;6;9;20;0;24;44;9;9;26;19;18;12;11;11;32
13165;Rhodovibrio_salinarum;ND1;NADH-quinone oxidoreductase subunit NuoH;31;10;9;5;2;8;12;23;0;22;47;6;10;22;21;16;13;10;11;40
13166;Gluconacetobacter_liquefaciens;ND1;NADH-quinone oxidoreductase subunit NuoH;32;10;11;5;2;5;9;23;1;21;42;7;11;27;16;16;9;9;9;22
13167;Occidentia_massiliensis;ND1;NADH-quinone oxidoreductase subunit NuoH;24;10;8;5;1;5;12;18;0;36;43;11;12;23;16;19;16;5;12;26
13168;Gluconacetobacter_johannae;ND1;NADH-quinone oxidoreductase subunit NuoH;31;10;12;4;2;5;9;23;1;19;41;7;11;28;16;17;8;9;9;25
13169;Gluconacetobacter_diazotrophicus;ND1;NADH-quinone oxidoreductase subunit NuoH;30;10;12;4;2;5;9;24;1;21;40;7;11;28;16;17;8;9;9;24
13172;Hypericibacter_terrae;ND1;NADH-quinone oxidoreductase subunit NuoH;30;11;8;5;2;5;10;23;0;23;40;6;11;28;18;18;13;9;11;29
13173;Granulibacter_bethesdensis;ND1;NADH-quinone oxidoreductase subunit NuoH;34;8;11;7;3;4;9;23;2;20;42;9;16;22;16;12;7;11;10;37
13174;Hypericibacter_adhaerens;ND1;NADH-quinone oxidoreductase subunit NuoH;30;11;9;4;1;5;10;23;0;22;41;6;10;30;19;19;11;8;11;30
13175;Gluconacetobacter_sacchari;ND1;NADH-quinone oxidoreductase subunit NuoH;32;10;10;6;2;5;9;23;1;19;41;7;12;27;16;16;9;9;9;24
13176;Limimonas_halophila;ND1;NADH-quinone oxidoreductase subunit NuoH;32;11;8;5;1;7;10;23;0;20;41;6;12;22;18;17;11;8;11;38
13177;Ferruginivarius_sediminum;ND1;NADH-quinone oxidoreductase subunit NuoH;31;11;7;4;1;6;12;24;0;26;41;6;11;24;18;16;12;8;11;32
13178;Inquilinus_limosus;ND1;NADH-quinone oxidoreductase subunit NuoH;27;10;5;6;2;7;11;24;1;31;40;6;14;26;17;20;11;9;10;25
13179;Roseospira_visakhapatnamensis;ND1;NADH-quinone oxidoreductase subunit NuoH;38;9;8;8;1;6;11;26;1;23;45;7;11;21;18;13;11;10;12;29
13180;Anaplasma_centrale;ND1;NADH-quinone oxidoreductase subunit NuoH;25;11;7;6;2;6;11;20;3;25;38;6;17;26;17;26;10;8;15;35
13181;Sneathiella_chungangensis;ND1;NADH-quinone oxidoreductase subunit NuoH;28;9;8;7;2;7;10;26;1;27;46;8;10;25;17;15;11;10;11;30
13182;Anaplasma_marginale;ND1;NADH-quinone oxidoreductase subunit NuoH;25;11;7;6;2;6;11;20;3;25;38;6;16;26;17;26;10;8;15;36
13183;Sneathiella_limimaris;ND1;NADH-quinone oxidoreductase subunit NuoH;27;10;8;8;1;6;10;27;2;27;44;8;15;26;17;16;9;8;13;25
13184;Stella_humosa;ND1;NADH-quinone oxidoreductase subunit NuoH;34;9;8;5;2;6;10;21;0;18;41;7;11;24;18;18;10;8;11;26
13185;Anaplasma_phagocytophilum;ND1;NADH-quinone oxidoreductase subunit NuoH;28;12;6;7;4;5;11;23;4;16;43;6;23;22;16;25;5;10;16;41
13186;Anaplasma_ovis;ND1;NADH-quinone oxidoreductase subunit NuoH;25;12;8;5;2;5;11;20;3;26;40;6;17;24;17;26;9;8;15;35
13187;Orientia_tsutsugamushi;ND1;NADH-quinone oxidoreductase subunit NuoH;31;10;5;7;2;6;11;18;2;39;46;11;13;19;16;17;11;5;14;22
13188;Oceanibacterium_hippocampi;ND1;NADH-quinone oxidoreductase subunit NuoH;25;11;10;5;2;6;10;21;1;20;38;6;12;29;18;15;11;8;9;27
13189;Rhodothalassium_salexigens;ND1;NADH-quinone oxidoreductase subunit NuoH;32;10;9;8;3;6;9;23;1;17;36;7;15;27;16;21;8;13;10;32
13190;Sneathiella_aquimaris;ND1;NADH-quinone oxidoreductase subunit NuoH;26;10;8;8;3;6;10;24;1;21;42;7;14;30;16;17;7;8;11;32
13191;Arboricoccus_pini;ND1;NADH-quinone oxidoreductase subunit NuoH;26;11;7;7;2;7;8;26;3;27;43;5;15;27;16;22;8;10;12;18
13192;Kordiimonas_lacus;ND1;NADH-quinone oxidoreductase subunit NuoH;40;9;8;7;1;6;9;23;1;25;41;8;14;26;15;20;6;9;12;35
13194;Kordiimonas_pumila;ND1;NADH-quinone oxidoreductase subunit NuoH;39;9;10;7;1;6;9;22;0;27;42;7;14;28;18;18;9;9;14;32
13195;Enhydrobacter_aerosaccus;ND1;NADH-quinone oxidoreductase subunit NuoH;30;8;9;5;2;7;8;22;0;21;46;8;11;23;18;24;13;13;13;29
13196;Sandarakinorhabdus_cyanobacteriorum;ND1;NADH-quinone oxidoreductase subunit NuoH;38;8;11;8;1;7;8;24;0;19;48;8;17;28;18;17;9;7;12;26
13197;Magnetofaba_australis;ND1;NADH-quinone oxidoreductase subunit NuoH;25;12;7;5;1;5;11;24;2;28;41;5;18;20;20;20;10;7;12;28
13198;Kordiimonas_lipolytica;ND1;NADH-quinone oxidoreductase subunit NuoH;42;9;8;8;1;6;9;22;0;27;40;7;13;29;15;20;4;9;13;34
13200;Sphingomonas_ginsenosidivorax;ND1;NADH-quinone oxidoreductase subunit NuoH;36;9;11;6;1;8;8;20;1;21;46;6;10;23;16;19;11;10;15;31
13202;Kordiimonas_sediminis;ND1;NADH-quinone oxidoreductase subunit NuoH;37;10;8;8;1;6;10;23;1;27;45;9;10;25;16;18;6;10;13;31
13203;Micavibrio_aeruginosavorus;ND1;NADH-quinone oxidoreductase subunit NuoH;29;10;7;5;2;8;10;24;0;23;42;7;16;22;17;18;11;8;10;34
13204;Reyranella_massiliensis;ND1;NADH-quinone oxidoreductase subunit NuoH;31;8;7;8;2;6;7;24;1;17;44;7;12;25;17;21;13;13;11;36
13205;Sneathiella_chinensis;ND1;NADH-quinone oxidoreductase subunit NuoH;28;9;9;7;2;6;10;24;1;22;46;8;12;25;17;15;10;8;13;29
13206;Phreatobacter_stygius;ND1;NADH-quinone oxidoreductase subunit NuoH;32;8;6;8;3;5;8;22;0;18;42;10;14;30;20;18;6;10;8;40
13207;Orientia_chuto;ND1;NADH-quinone oxidoreductase subunit NuoH;28;9;6;6;2;6;10;18;2;40;43;12;14;21;16;18;12;5;14;23
13208;Sphingomonas_echinoides;ND1;NADH-quinone oxidoreductase subunit NuoH;42;9;9;8;1;7;9;18;0;25;45;8;10;23;17;18;10;9;13;28
13209;Polymorphobacter_glacialis;ND1;NADH-quinone oxidoreductase subunit NuoH;35;9;10;7;2;7;9;23;0;19;42;8;20;25;19;19;5;8;13;28
13210;Sphingomonas_metalli;ND1;NADH-quinone oxidoreductase subunit NuoH;38;10;9;6;1;7;9;21;0;22;44;7;10;23;19;19;9;12;12;32
13211;Reyranella_soli;ND1;NADH-quinone oxidoreductase subunit NuoH;32;8;8;7;2;6;7;24;1;21;42;8;11;26;17;20;12;12;11;32
13212;Sphingomonas_guangdongensis;ND1;NADH-quinone oxidoreductase subunit NuoH;36;9;10;5;1;7;9;23;1;20;45;6;9;25;17;20;11;11;12;32
13213;Aquisalinus_flavus;ND1;NADH-quinone oxidoreductase subunit NuoH;23;8;9;9;1;6;8;24;2;27;44;9;13;25;18;20;6;7;11;38
13214;Sphingomonas_psychrolutea;ND1;NADH-quinone oxidoreductase subunit NuoH;34;10;11;7;1;7;10;20;0;25;45;7;10;25;16;22;10;9;14;26
13215;Anaplasma_platys;ND1;NADH-quinone oxidoreductase subunit NuoH;30;10;6;7;3;5;11;22;4;29;42;7;20;24;16;24;5;8;15;35
13216;Eilatimonas_milleporae;ND1;NADH-quinone oxidoreductase subunit NuoH;36;9;8;7;1;6;9;26;2;28;45;8;13;29;18;18;5;10;13;30
13217;Sandarakinorhabdus_limnophila;ND1;NADH-quinone oxidoreductase subunit NuoH;35;8;11;8;1;7;8;24;0;17;46;8;19;27;18;18;10;8;12;29
13218;Parasphingopyxis_lamellibrachiae;ND1;NADH-quinone oxidoreductase subunit NuoH;39;8;10;6;1;8;9;23;1;27;41;7;10;27;16;18;9;10;13;28
13219;Iodidimonas_muriae;ND1;NADH-quinone oxidoreductase subunit NuoH;37;9;8;6;2;6;10;30;1;26;35;7;12;29;17;19;6;13;14;30
13220;Phaeovibrio_sulfidiphilus;ND1;NADH-quinone oxidoreductase subunit NuoH;30;10;7;7;2;9;8;23;2;23;35;7;18;22;15;15;9;8;12;34
13221;Sphingosinicella_soli;ND1;NADH-quinone oxidoreductase subunit NuoH;35;8;11;7;1;7;9;25;0;23;43;8;11;25;18;18;8;10;12;28
13222;Polymorphobacter_arshaanensis;ND1;NADH-quinone oxidoreductase subunit NuoH;34;8;12;6;2;7;8;21;0;24;43;9;16;27;18;22;5;8;13;26
13223;Sphingomonas_jinjuensis;ND1;NADH-quinone oxidoreductase subunit NuoH;37;9;9;6;1;8;8;24;1;25;42;7;11;24;16;19;9;12;12;31
13224;Phreatobacter_cathodiphilus;ND1;NADH-quinone oxidoreductase subunit NuoH;30;9;7;7;3;5;9;22;0;21;42;9;12;31;20;18;6;10;8;35
13225;Aurantiacibacter_marinus;ND1;NADH-quinone oxidoreductase subunit NuoH;30;9;9;7;2;7;10;21;1;24;42;6;12;29;16;19;13;11;13;28
13226;Sphingomonas_gilva;ND1;NADH-quinone oxidoreductase subunit NuoH;38;9;9;9;1;6;9;25;1;28;47;6;9;27;16;17;9;11;11;26
13227;Sphingomonas_populi;ND1;NADH-quinone oxidoreductase subunit NuoH;35;8;11;7;2;7;9;21;1;23;44;9;10;23;15;21;9;9;16;28
13228;Sphingomonas_aerophila;ND1;NADH-quinone oxidoreductase subunit NuoH;32;10;8;6;1;7;9;25;1;24;45;6;10;24;17;23;11;10;14;27
13229;Pyruvatibacter_mobilis;ND1;NADH-quinone oxidoreductase subunit NuoH;32;9;7;10;2;4;8;23;0;22;42;8;10;32;18;16;7;10;11;30
13230;Lichenihabitans_psoromatis;ND1;NADH-quinone oxidoreductase subunit NuoH;34;9;9;6;3;6;8;22;0;27;41;8;13;24;18;19;8;10;12;31
13231;Sphingomonas_panacis;ND1;NADH-quinone oxidoreductase subunit NuoH;36;8;11;7;2;7;9;20;1;22;43;9;10;24;16;21;9;10;17;26
13232;Sphingomonas_desiccabilis;ND1;NADH-quinone oxidoreductase subunit NuoH;35;9;10;5;1;8;10;23;1;24;43;7;11;26;16;19;11;11;12;29
13233;Sphingosinithalassobacter_portus;ND1;NADH-quinone oxidoreductase subunit NuoH;40;7;10;6;2;8;9;24;1;24;45;9;9;23;16;15;10;11;16;24
13234;Sphingomonas_japonica;ND1;NADH-quinone oxidoreductase subunit NuoH;35;7;10;8;1;9;9;23;1;28;45;8;9;25;16;19;9;10;12;29
13235;Sphingomonas_oligophenolica;ND1;NADH-quinone oxidoreductase subunit NuoH;38;9;9;6;1;9;8;22;1;28;47;6;12;26;16;22;10;13;12;28
13236;Sphingomonas_asaccharolytica;ND1;NADH-quinone oxidoreductase subunit NuoH;35;8;10;7;1;8;9;20;0;26;45;9;8;23;16;22;8;10;18;27
13237;Sphingosinicella_microcystinivorans;ND1;NADH-quinone oxidoreductase subunit NuoH;33;8;12;8;1;7;8;23;0;21;39;8;12;25;18;21;6;10;12;29
13238;Aurantiacibacter_luteus;ND1;NADH-quinone oxidoreductase subunit NuoH;31;8;12;7;2;7;9;23;1;24;43;6;14;28;15;19;10;12;12;30
13239;Sphingomonas_koreensis;ND1;NADH-quinone oxidoreductase subunit NuoH;38;8;10;6;2;8;8;25;1;27;46;7;8;24;16;18;9;10;13;27
13240;Pacificimonas_flava;ND1;NADH-quinone oxidoreductase subunit NuoH;33;9;10;6;2;6;10;24;0;24;44;7;11;26;18;18;9;8;13;30
13241;Erythrobacter_aureus;ND1;NADH-quinone oxidoreductase subunit NuoH;31;8;9;9;3;8;9;22;1;27;42;6;12;29;16;19;10;10;11;31
13243;Sphingomonas_dokdonensis;ND1;NADH-quinone oxidoreductase subunit NuoH;36;10;10;7;2;7;9;21;0;24;42;6;10;25;17;19;11;10;14;29
13244;Sphingomonas_lenta;ND1;NADH-quinone oxidoreductase subunit NuoH;37;9;9;7;2;8;8;23;1;26;43;7;11;24;16;19;9;10;14;28
13245;Sphingobium_estronivorans;ND1;NADH-quinone oxidoreductase subunit NuoH;36;9;11;5;1;7;9;23;0;30;38;7;11;25;16;21;11;10;15;23
13246;Sphingomonas_glacialis;ND1;NADH-quinone oxidoreductase subunit NuoH;32;9;10;8;1;8;8;20;0;27;45;8;11;24;16;22;11;9;14;26
13247;Starkeya_novella;ND1;NADH-quinone oxidoreductase subunit NuoH;33;8;6;8;3;7;9;24;0;15;45;8;14;24;19;17;8;11;11;41
13248;Kordiimonas_gwangyangensis;ND1;NADH-quinone oxidoreductase subunit NuoH;34;9;7;8;1;6;10;25;1;30;39;8;13;32;17;21;6;9;14;31
13249;Sphingorhabdus_wooponensis;ND1;NADH-quinone oxidoreductase subunit NuoH;40;10;10;5;2;6;10;23;1;31;40;6;10;25;16;18;8;10;14;26
13250;Sphingomonas_abaci;ND1;NADH-quinone oxidoreductase subunit NuoH;38;9;10;6;1;7;8;25;1;27;46;7;11;25;17;19;10;13;13;30
13251;Sphingomicrobium_lutaoense;ND1;NADH-quinone oxidoreductase subunit NuoH;34;8;9;6;1;6;10;25;3;27;43;8;12;26;16;18;9;11;11;29
13252;Sphingomonas_kaistensis;ND1;NADH-quinone oxidoreductase subunit NuoH;32;9;11;7;2;5;9;25;1;28;44;8;12;30;16;17;10;9;10;28
13253;Dichotomicrobium_thermohalophilum;ND1;NADH-quinone oxidoreductase subunit NuoH;32;9;8;11;1;5;8;20;0;21;42;8;13;24;20;17;8;11;11;39
13254;Stappia_taiwanensis;ND1;NADH-quinone oxidoreductase subunit NuoH;32;9;7;7;2;5;10;22;0;21;44;8;13;22;19;20;10;11;11;32
13255;Sphingomonas_hengshuiensis;ND1;NADH-quinone oxidoreductase subunit NuoH;35;8;10;6;1;8;9;25;0;22;46;8;9;25;16;17;11;10;16;29
13256;Sphingorhabdus_rigui;ND1;NADH-quinone oxidoreductase subunit NuoH;41;10;10;5;2;6;10;23;1;31;40;6;10;25;16;18;8;10;14;25
13257;Martelella_mediterranea;ND1;NADH-quinone oxidoreductase subunit NuoH;30;8;8;9;3;6;9;22;0;23;42;8;16;24;17;19;11;10;9;33
13258;Sphingomonas_parapaucimobilis;ND1;NADH-quinone oxidoreductase subunit NuoH;37;9;11;5;2;8;9;21;0;20;44;7;11;24;18;18;9;10;13;35
13259;Polymorphobacter_multimanifer;ND1;NADH-quinone oxidoreductase subunit NuoH;40;9;10;8;2;8;8;22;0;18;42;7;20;24;19;16;3;8;12;32
13262;Rhizorhapis_suberifaciens;ND1;NADH-quinone oxidoreductase subunit NuoH;39;9;10;7;1;6;9;23;0;27;41;7;11;24;16;20;8;10;15;27
13263;Altererythrobacter_ishigakiensis;ND1;NADH-quinone oxidoreductase subunit NuoH;32;9;9;6;4;6;11;25;2;24;42;6;14;31;16;18;9;10;9;28
13264;Sphingobium_algorifonticola;ND1;NADH-quinone oxidoreductase subunit NuoH;36;8;10;9;1;6;9;25;0;32;39;8;11;26;16;20;7;10;13;27
13265;Sphingomonas_sanguinis;ND1;NADH-quinone oxidoreductase subunit NuoH;37;9;12;4;2;8;9;21;0;20;43;7;11;24;17;19;9;10;13;36
13266;Phreatobacter_oligotrophus;ND1;NADH-quinone oxidoreductase subunit NuoH;31;8;6;8;3;5;8;23;0;19;40;10;13;31;20;17;5;10;8;37
13267;Sphingobium_chlorophenolicum;ND1;NADH-quinone oxidoreductase subunit NuoH;36;10;11;5;2;7;9;24;0;28;39;6;10;25;16;19;10;10;15;26
13268;Emcibacter_congregatus;ND1;NADH-quinone oxidoreductase subunit NuoH;30;9;8;8;2;6;8;25;0;24;42;8;14;29;17;20;9;11;12;27
13270;Novosphingobium_fuchskuhlense;ND1;NADH-quinone oxidoreductase subunit NuoH;35;8;11;8;3;6;9;21;1;29;41;9;10;21;16;20;8;12;13;29
13271;Croceibacterium_mercuriale;ND1;NADH-quinone oxidoreductase subunit NuoH;37;9;11;5;2;6;9;24;1;23;45;7;12;29;14;20;8;11;10;32
13272;Sphingomonas_alpina;ND1;NADH-quinone oxidoreductase subunit NuoH;35;8;9;6;1;8;9;22;0;26;43;8;9;27;16;20;11;11;14;27
13273;Sphingomonas_azotifigens;ND1;NADH-quinone oxidoreductase subunit NuoH;35;8;11;6;2;8;9;23;0;22;41;8;12;24;16;20;8;9;16;30
13274;Sphingopyxis_lindanitolerans;ND1;NADH-quinone oxidoreductase subunit NuoH;35;9;11;7;2;7;9;24;1;29;45;7;9;27;15;22;9;10;11;22
13275;Sphingomonas_jeddahensis;ND1;NADH-quinone oxidoreductase subunit NuoH;36;10;10;7;2;7;9;21;0;26;40;6;11;25;17;19;11;10;14;28
13276;Sphingobium_ummariense;ND1;NADH-quinone oxidoreductase subunit NuoH;37;8;11;5;2;7;9;22;0;28;40;8;11;23;16;18;11;11;16;25
13277;Tsuneonella_mangrovi;ND1;NADH-quinone oxidoreductase subunit NuoH;35;7;13;6;3;7;9;23;1;29;44;9;13;26;16;17;8;11;12;26
13278;Altererythrobacter_insulae;ND1;NADH-quinone oxidoreductase subunit NuoH;31;10;9;6;4;6;13;24;1;22;43;6;13;33;16;18;10;10;9;27
13279;Hephaestia_caeni;ND1;NADH-quinone oxidoreductase subunit NuoH;37;8;10;5;1;8;9;23;0;22;44;7;8;26;16;19;10;11;14;30
13280;Sphingomonas_pseudosanguinis;ND1;NADH-quinone oxidoreductase subunit NuoH;38;9;9;6;2;8;9;21;0;19;44;7;11;24;18;18;8;10;13;37
13281;Sphingomonas_crusticola;ND1;NADH-quinone oxidoreductase subunit NuoH;37;11;11;6;1;6;8;23;1;26;40;6;10;25;17;20;10;10;13;28
13282;Altererythrobacter_soli;ND1;NADH-quinone oxidoreductase subunit NuoH;36;9;12;7;2;6;9;24;1;28;43;7;11;31;15;21;8;12;9;26
13283;Sphingomonas_yabuuchiae;ND1;NADH-quinone oxidoreductase subunit NuoH;35;9;10;6;2;8;9;21;0;19;43;7;11;25;18;20;8;10;13;37
13285;Neorickettsia_helminthoeca;ND1;NADH-quinone oxidoreductase subunit NuoH;32;9;6;7;0;4;13;18;2;34;40;8;8;21;18;21;9;7;14;31
13286;Altererythrobacter_luteolus;ND1;NADH-quinone oxidoreductase subunit NuoH;29;9;10;8;2;7;9;22;1;27;42;6;12;29;15;23;10;10;12;30
13287;Sphingomonas_kyeonggiensis;ND1;NADH-quinone oxidoreductase subunit NuoH;37;8;9;6;3;8;9;23;2;27;43;8;9;23;16;19;10;10;15;26
13288;Erythrobacter_mangrovi;ND1;NADH-quinone oxidoreductase subunit NuoH;38;7;10;6;2;6;9;23;1;29;45;9;10;30;16;17;11;11;11;26
13289;Sphingomonas_xinjiangensis;ND1;NADH-quinone oxidoreductase subunit NuoH;34;9;10;6;1;8;9;25;1;23;43;7;12;28;16;22;9;12;15;30
13291;Sphingomonas_astaxanthinifaciens;ND1;NADH-quinone oxidoreductase subunit NuoH;33;9;10;6;1;5;10;25;0;25;42;8;11;29;16;17;11;9;12;30
13292;Martelella_limonii;ND1;NADH-quinone oxidoreductase subunit NuoH;30;8;8;9;3;5;9;22;0;22;42;8;16;25;18;19;12;10;9;32
13293;Sphingomonas_insulae;ND1;NADH-quinone oxidoreductase subunit NuoH;37;9;12;5;1;8;8;21;0;23;46;6;10;26;16;20;10;10;12;31
13294;Sphingomonas_leidyi;ND1;NADH-quinone oxidoreductase subunit NuoH;37;8;10;5;3;8;9;24;0;25;42;8;9;22;16;18;10;10;16;32
13295;Youhaiella_tibetensis;ND1;NADH-quinone oxidoreductase subunit NuoH;29;9;6;8;3;6;10;22;1;25;41;8;16;26;19;19;8;11;9;31
13296;Sphingomonas_gei;ND1;NADH-quinone oxidoreductase subunit NuoH;31;8;10;6;1;10;8;23;1;24;45;7;8;26;16;22;10;11;14;30
13297;Qipengyuania_algicida;ND1;NADH-quinone oxidoreductase subunit NuoH;37;8;11;6;2;6;8;23;1;29;41;8;12;31;16;18;11;10;11;26
13298;Novosphingobium_piscinae;ND1;NADH-quinone oxidoreductase subunit NuoH;36;7;10;6;2;8;8;23;1;27;40;9;11;25;16;20;10;10;13;30
13299;Sphingobium_abikonense;ND1;NADH-quinone oxidoreductase subunit NuoH;37;8;10;6;2;7;9;22;0;26;41;8;11;25;16;19;10;10;15;26
13300;Sphingopyxis_flava;ND1;NADH-quinone oxidoreductase subunit NuoH;34;9;11;7;2;6;9;23;1;24;48;7;9;27;15;23;9;10;11;26
13301;Sphingomonas_mucosissima;ND1;NADH-quinone oxidoreductase subunit NuoH;36;10;10;7;2;7;9;22;0;28;39;6;12;25;17;17;12;10;14;28
13302;Sphingomonas_zeae;ND1;NADH-quinone oxidoreductase subunit NuoH;39;9;9;6;2;8;9;21;0;20;43;7;11;25;18;18;8;10;13;35
13303;Sphingopyxis_panaciterrulae;ND1;NADH-quinone oxidoreductase subunit NuoH;34;10;11;7;2;7;9;23;1;26;45;6;9;27;15;23;9;10;11;26
13304;Altererythrobacter_gangjinensis;ND1;NADH-quinone oxidoreductase subunit NuoH;30;9;10;6;2;6;10;22;1;26;45;6;13;28;16;24;9;10;12;30
13305;Sphingorhabdus_profundilacus;ND1;NADH-quinone oxidoreductase subunit NuoH;39;9;9;6;2;6;10;23;1;31;40;7;13;24;16;18;9;11;12;25
13306;Stakelama_pacifica;ND1;NADH-quinone oxidoreductase subunit NuoH;36;9;10;5;1;8;9;24;0;26;42;8;9;25;15;21;8;9;14;31
13307;Polymorphobacter_fuscus;ND1;NADH-quinone oxidoreductase subunit NuoH;36;8;10;7;2;7;9;23;0;16;43;8;18;25;19;19;5;8;12;28
13309;Sphingobium_bisphenolivorans;ND1;NADH-quinone oxidoreductase subunit NuoH;38;9;11;5;2;7;9;23;0;28;40;7;10;24;16;19;9;10;16;25
13310;Erythrobacter_cryptus;ND1;NADH-quinone oxidoreductase subunit NuoH;33;8;9;6;2;7;8;24;1;26;38;6;14;29;15;22;10;10;12;34
13311;Sphingobium_chungbukense;ND1;NADH-quinone oxidoreductase subunit NuoH;36;9;11;5;2;7;9;22;0;27;41;7;11;23;17;18;11;10;17;27
13313;Sphingobium_vermicomposti;ND1;NADH-quinone oxidoreductase subunit NuoH;39;8;10;7;1;6;9;22;0;28;39;8;10;24;16;18;10;10;17;26
13314;Aurantiacibacter_atlanticus;ND1;NADH-quinone oxidoreductase subunit NuoH;31;9;10;9;2;7;10;22;1;26;43;6;13;29;15;21;10;10;13;26
13315;Sphingobium_lactosutens;ND1;NADH-quinone oxidoreductase subunit NuoH;36;8;10;7;2;7;9;22;0;25;42;8;11;25;16;19;10;10;15;26
13316;Rhodobium_orientis;ND1;NADH-quinone oxidoreductase subunit NuoH;33;8;9;6;3;5;11;20;0;29;41;9;16;22;18;23;8;12;12;29
13317;Erythrobacter_donghaensis;ND1;NADH-quinone oxidoreductase subunit NuoH;30;8;9;7;2;7;8;24;1;25;39;6;16;27;15;23;10;10;12;31
13318;Hansschlegelia_zhihuaiae;ND1;NADH-quinone oxidoreductase subunit NuoH;33;9;6;8;3;5;8;22;0;20;39;8;12;27;20;17;9;10;11;31
13320;Sphingobium_fontiphilum;ND1;NADH-quinone oxidoreductase subunit NuoH;37;10;10;7;2;6;9;22;0;27;42;6;13;22;16;17;11;10;16;25
13321;Sphingomonas_oligoaromativorans;ND1;NADH-quinone oxidoreductase subunit NuoH;37;9;11;6;1;7;8;21;1;27;44;7;12;23;16;22;14;10;13;26
13322;Sphingomonas_pokkalii;ND1;NADH-quinone oxidoreductase subunit NuoH;37;8;11;6;2;8;9;23;0;21;42;8;10;24;16;20;8;10;16;29
13324;Paraurantiacibacter_namhicola;ND1;NADH-quinone oxidoreductase subunit NuoH;28;8;12;9;2;7;9;22;1;25;45;6;12;29;15;21;11;11;12;28
13325;Sphingobium_fluviale;ND1;NADH-quinone oxidoreductase subunit NuoH;37;8;10;7;2;6;9;23;0;27;42;8;11;24;16;18;9;10;15;26
13326;Sphingobium_phenoxybenzoativorans;ND1;NADH-quinone oxidoreductase subunit NuoH;38;9;11;6;1;6;9;22;0;28;39;7;10;24;16;18;10;10;17;27
13327;Aurantiacibacter_suaedae;ND1;NADH-quinone oxidoreductase subunit NuoH;30;8;10;7;2;7;8;21;1;25;44;7;13;25;15;22;9;11;14;28
13329;Sphingomonas_phyllosphaerae;ND1;NADH-quinone oxidoreductase subunit NuoH;35;9;10;5;1;8;9;23;0;23;43;7;9;26;17;20;11;10;14;30
13330;Croceibacterium_ferulae;ND1;NADH-quinone oxidoreductase subunit NuoH;36;9;11;5;2;6;10;24;1;22;46;7;12;29;14;20;8;11;10;32
13331;Sphingobium_japonicum;ND1;NADH-quinone oxidoreductase subunit NuoH;36;10;11;5;2;7;9;24;0;28;39;6;10;25;16;20;9;10;15;28
13332;Rhizobium_tumorigenes;ND1;NADH-quinone oxidoreductase subunit NuoH;27;8;9;7;3;5;9;21;1;25;46;10;16;23;17;23;7;11;10;28
