;Species;Gene;GeneName;Ala;Arg;Asn;Asp;Cys;Gln;Glu;Gly;His;Ile;Leu;Lys;Met;Phe;Pro;Ser;Thr;Trp;Tyr;Val
1924;Candida_sojae;CYTB;apocytochrome b;21;9;20;9;4;7;4;26;12;41;52;7;11;30;23;29;14;7;22;26
1925;Conidiobolus_heterosporus;CYTB;apocytochrome b;21;11;20;7;1;5;8;25;12;41;52;7;11;27;23;26;18;11;21;32
1926;Pneumocystis_murina;CYTB;apocytochrome b;18;11;17;9;1;4;6;23;14;42;54;5;10;32;21;30;17;9;24;26
1927;Phallus_echinovolvatus;CYTB;apocytochrome b;23;12;21;8;2;7;8;27;10;32;57;5;11;30;22;27;16;9;19;27
1928;Trichoderma_reesei;CYTB;apocytochrome B;29;9;19;9;2;9;8;24;11;36;54;8;13;30;21;22;16;7;18;31
1929;Scopulariopsis_brevicaulis;CYTB;apocytochrome b;23;8;25;8;1;7;7;23;9;42;51;9;11;31;20;25;17;7;18;30
1930;Tolypocladium_ophioglossoides;CYTB;apocytochrome b;28;9;20;10;1;8;7;23;10;41;49;8;13;33;21;22;15;7;20;31
1931;Epichloe_typhina;CYTB;apocytochrome b;33;10;19;8;1;9;9;26;11;34;53;7;10;34;21;21;15;7;19;29
1932;Microbotryum_lychnidis-dioicae;CYTB;apocytochrome b;23;12;16;9;2;7;6;24;13;28;57;3;15;33;22;28;16;9;21;33
1933;Hirsutella_minnesotensis;CYTB;apocytochrome b;26;9;19;10;1;8;7;26;10;39;49;8;15;32;21;23;15;7;20;31
1934;Microbotryum_cf._violaceum_BFL-2013;CYTB;apocytochrome b;23;12;16;9;2;8;5;24;13;30;57;3;15;33;22;28;16;9;21;31
1935;Brettanomyces_custersianus;CYTB;Cobp;20;10;17;8;7;4;5;27;15;39;51;7;8;37;21;27;17;8;21;27
1936;Cordyceps_militaris;CYTB;apocytochrome b;27;9;20;9;1;8;8;27;10;44;54;8;13;30;21;22;17;7;21;20
1937;Calonectria_ilicicola;CYTB;apocytochrome b;27;9;20;10;1;8;7;22;10;39;56;7;12;29;22;23;17;7;19;31
1938;Parasitella_parasitica;CYTB;apocytochrome b;29;9;19;13;2;6;8;24;8;32;57;8;13;28;21;19;15;12;18;27
1939;Allomyces_macrogynus;CYTB;apocytochrome b;25;10;15;6;4;4;8;27;13;28;50;7;11;38;23;23;15;9;21;34
1940;Eremothecium_gossypii_ATCC_10895;CYTB;AMI008Wp;12;9;18;8;5;5;6;27;12;44;43;8;16;36;19;27;24;8;18;27
1941;Metarhizium_rileyi;CYTB;apocytochrome b;31;10;20;8;1;9;9;26;11;31;52;7;13;36;21;21;16;7;18;29
1942;Didymella_pinodes;CYTB;cytochrome b;31;12;20;8;1;8;9;23;9;30;48;5;17;33;19;25;18;7;18;35
1943;Beauveria_caledonica;CYTB;apocytochrome b;28;9;19;8;1;8;9;27;10;41;55;8;13;30;21;22;17;7;21;22
1944;Chrysoporthe_austroafricana;CYTB;apocytochrome b;30;11;20;11;1;8;6;24;10;39;53;6;13;29;21;24;15;7;17;31
1945;Ganoderma_leucocontextum;CYTB;apocytochrome b;26;10;18;10;1;8;7;25;12;37;55;6;9;35;21;26;13;9;21;28
1946;Beauveria_bassiana;CYTB;apocytochrome b;28;9;19;8;1;8;9;27;10;41;55;8;13;30;21;22;17;7;21;22
1947;Beauveria_pseudobassiana;CYTB;apocytochrome b;28;9;19;8;1;8;9;27;10;41;55;8;13;30;21;22;17;7;21;22
1948;Lecanicillium_saksenae;CYTB;apocytochrome b;29;9;20;8;1;8;9;26;10;38;54;8;13;30;21;21;17;7;21;26
1949;Candida_maltosa;CYTB;apocytochrome b;25;9;19;9;4;7;5;25;12;37;53;7;11;31;21;29;15;7;22;26
1950;Pochonia_chlamydosporia;CYTB;apocytochrome b;32;11;20;8;1;9;9;26;11;31;53;6;12;36;21;21;15;7;18;29
1951;Puccinia_striiformis_f._sp._tritici;CYTB;cytochrome b;26;12;18;11;2;8;6;25;11;47;52;4;10;24;21;23;14;9;19;29
1952;Ilyonectria_destructans;CYTB;cytochrome b;26;9;20;10;1;8;7;22;10;38;59;7;15;29;22;22;17;7;19;28
1953;Candida_chauliodis;CYTB;apocytochrome b;23;11;17;9;5;6;6;26;13;33;54;5;12;28;22;30;13;8;24;31
1954;Ganoderma_tsugae;CYTB;apocytochrome b;26;10;18;10;1;8;7;25;12;36;55;6;9;35;21;27;13;9;21;28
1955;Cordyceps_cicadae;CYTB;apocytochrome b;28;9;20;8;1;8;9;27;10;41;55;8;13;30;21;21;17;7;21;22
1956;Akanthomyces_lecanii;CYTB;apocytochrome b;28;9;20;8;1;8;9;27;10;40;55;8;13;30;21;21;17;7;21;23
1957;Ganoderma_lucidum;CYTB;apocytochrome b;26;10;19;10;1;8;6;25;12;32;54;6;10;35;21;29;11;9;21;32
1958;Phakopsora_meibomiae;CYTB;apocytochrome B;26;12;15;9;2;8;8;25;11;52;45;4;5;27;22;26;17;9;19;33
1959;Akanthomyces_muscarius;CYTB;apocytochrome b;28;9;20;8;1;8;9;27;10;40;55;8;13;30;21;21;17;7;21;23
1960;Tricholoma_saponaceum;CYTB;apocytochrome b;25;11;20;11;1;7;6;24;13;38;60;5;9;31;20;25;14;9;18;30
1961;Paecilomyces_penicillatus;CYTB;apocytochrome b;28;9;22;10;1;9;7;28;11;39;50;8;13;31;21;22;14;7;17;29
1962;Cladonia_peziziformis;CYTB;cytochrome b, partial;27;10;19;8;1;7;11;21;9;35;50;9;14;37;19;28;17;7;15;30
1963;Ophiocordyceps_sinensis;CYTB;apocytochrome b;24;9;19;10;1;8;7;25;10;44;51;8;13;30;21;25;13;7;21;30
1964;Candida_viswanathii;CYTB;Cob;24;9;20;9;5;7;4;26;12;44;45;7;13;30;22;28;13;7;22;27
1965;Magnusiomyces_magnusii;CYTB;apocytochrome b;33;10;16;7;2;7;7;27;10;37;52;7;11;32;23;26;13;6;19;28
1966;Nannizzia_nana;CYTB;cytochrome b;27;9;18;13;2;9;7;25;9;43;58;7;12;31;21;24;16;7;19;21
1967;Harpochytrium_sp._JEL105;CYTB;apocytochrome b;23;12;17;8;1;7;2;25;12;29;56;4;9;32;23;17;17;12;22;31
1968;Epidermophyton_floccosum;CYTB;apocytochrome b;26;9;18;13;2;9;7;24;9;40;59;7;11;29;22;24;16;7;21;25
1969;Brettanomyces_bruxellensis;CYTB;Cobp;21;10;17;9;9;5;5;27;14;46;50;7;7;37;21;27;15;8;21;20
1970;Beauveria_brongniartii;CYTB;apocytochrome b;28;9;18;8;1;8;9;27;10;41;55;9;13;30;21;22;17;7;21;22
1971;Puccinia_triticina;CYTB;cytochrome b;26;12;18;10;2;8;6;25;11;48;51;4;9;26;21;22;15;9;18;29
1972;Trametes_cingulata;CYTB;apocytochrome b;28;9;19;10;1;9;5;25;12;34;48;5;12;35;21;21;16;9;20;25
1973;Pneumocystis_carinii;CYTB;apocytochrome b;17;12;16;10;2;4;7;23;16;37;60;4;10;30;21;31;14;8;24;31
1974;Rhodotorula_mucilaginosa;CYTB;apocytochrome b;27;12;16;9;1;7;6;25;13;31;56;3;14;30;23;27;16;10;20;31
1975;Spizellomyces_sp._'palustris';CYTB;apocytochrome b;22;13;22;10;0;4;3;24;11;35;56;4;9;34;22;25;15;11;17;28
1976;Candida_albicans;CYTB;cytochrome b;22;9;19;9;4;8;5;26;13;40;48;7;12;30;23;28;13;7;22;29
1977;Candida_blackwelliae;CYTB;apocytochrome b;22;10;21;8;5;6;6;28;11;47;50;6;9;33;23;28;10;7;22;22
1978;Heterodermia_speciosa;CYTB;cytochrome b, partial;24;9;20;8;2;7;8;23;10;37;50;8;13;36;22;25;16;7;18;25
1979;Synchytrium_microbalum;CYTB;apocytochrome b;22;14;23;8;3;4;5;25;11;36;50;4;14;35;21;23;12;11;19;23
1980;Amanita_pseudoporphyria;CYTB;apocytochrome b;31;11;21;11;1;6;6;22;12;36;47;5;10;36;22;23;18;9;17;33
1981;Candida_corydali;CYTB;apocytochrome b;23;11;18;9;4;6;6;26;12;34;50;5;12;30;23;30;12;8;23;34
1982;Amanita_inopinata;CYTB;apocytochrome b;29;11;22;12;1;7;5;22;10;37;52;5;10;33;22;23;16;9;18;33
1983;Trichoderma_atroviride;CYTB;apocytochrome b;28;9;20;10;2;9;8;25;11;32;54;7;15;30;21;22;17;7;17;33
1984;Synchytrium_endobioticum;CYTB;apocytochrome b;25;14;23;8;0;4;5;26;11;34;53;4;11;33;22;24;13;11;20;22
1985;Heterodermia_casarettiana;CYTB;cytochrome b, partial;25;12;20;8;1;7;9;22;10;39;51;5;13;34;21;28;17;8;17;26
1986;Lecanora_strobilina;CYTB;cytochrome b;11;5;8;13;4;6;15;12;7;25;28;5;7;11;11;17;8;4;10;15
1987;Lecanora_strobilina;CYTB;cytochrome b;29;9;19;8;2;7;10;24;10;37;55;8;13;35;21;28;15;7;16;28
1988;Candida_gigantensis;CYTB;apocytochrome b;24;9;18;11;5;7;5;27;12;29;54;7;11;31;24;26;12;8;20;34
1989;Metarhizium_anisopliae;CYTB;apocytochrome b;32;11;20;8;1;9;9;26;10;33;52;8;14;34;20;23;15;7;18;31
1990;Nannizzia_gypsea_CBS_118893;CYTB;cytochrome b;27;9;17;13;2;9;7;25;9;37;58;7;12;30;21;24;16;7;20;26
1991;Clonostachys_rosea;CYTB;apocytochrome b;26;11;19;9;1;8;9;25;11;42;51;6;10;31;22;21;18;7;21;28
1992;Cladonia_subtenuis;CYTB;cytochrome b, partial;26;9;19;8;1;7;10;22;9;37;52;10;15;37;19;28;14;7;16;30
1993;Lecanora_saxigena;CYTB;cytochrome b, partial;28;9;19;8;1;7;10;24;10;36;54;8;15;37;20;30;16;7;16;24
1994;Ganoderma_sinense;CYTB;apocytochrome b;25;9;18;10;1;9;7;26;12;36;54;6;9;35;21;26;14;9;21;29
1995;Candida_pseudojiufengensis;CYTB;apocytochrome b;22;10;21;8;4;6;6;26;11;42;48;7;13;33;23;29;13;7;21;24
1996;Torulaspora_franciscae;CYTB;apocytochrome b;20;10;16;8;7;7;6;26;13;37;48;7;12;32;19;27;14;7;22;34
1997;Hericium_coralloides;CYTB;apocytochrome b;25;11;21;9;1;9;6;22;12;34;55;5;11;31;22;30;14;9;18;32
1998;Glomus_cerebriforme;CYTB;apocytochrome b;30;12;17;7;2;5;6;22;10;31;58;5;11;39;24;29;12;9;18;26
1999;Kluyveromyces_thermotolerans;CYTB;putative apocytochrome b;22;10;17;8;6;10;5;26;12;37;42;6;12;37;19;25;17;8;18;35
2000;Torulaspora_delbrueckii;CYTB;apocytochrome b;20;10;16;8;7;7;6;26;13;35;48;7;12;32;19;27;14;7;22;36
2001;Pertusaria_propinqua;CYTB;cytochrome b, partial;28;10;21;9;1;8;9;22;11;39;52;8;14;33;21;30;16;8;15;25
2002;Candida_tropicalis;CYTB;apocytochrome b;22;9;20;9;4;7;4;26;12;38;53;7;11;30;23;28;14;7;21;29
2003;Ganoderma_calidophilum;CYTB;apocytochrome b;21;10;19;8;1;8;7;25;12;29;57;6;8;35;21;29;12;9;22;34
2004;Podospora_comata;CYTB;Cytochrome b, partial;27;10;20;9;2;7;8;23;10;41;55;7;12;29;18;26;17;8;18;29
2005;Lyophyllum_decastes;CYTB;apocytochrome b;28;11;20;11;1;7;6;23;12;37;57;5;11;33;21;24;14;9;19;28
2006;Torulaspora_pretoriensis;CYTB;apocytochrome b;20;10;16;8;7;7;6;26;13;37;47;7;12;33;19;27;14;7;22;34
2007;Vanderwaltozyma_polyspora;CYTB;cytochrome b;19;9;16;8;5;7;5;26;12;42;37;8;17;34;19;29;16;8;20;35
2008;Dictyophora_indusiata;CYTB;apocytochrome b;23;12;21;8;2;7;8;27;10;32;59;5;11;29;22;27;17;9;19;25
2009;Amanita_thiersii;CYTB;apocytochrome b;30;11;20;11;1;7;5;21;12;36;52;5;11;32;21;23;18;9;18;34
2010;Myochromella_boudieri;CYTB;apocytochrome b;27;11;19;11;1;6;7;22;12;34;55;5;11;32;21;24;17;9;19;32
2011;Metschnikowia_drakensbergensis;CYTB;cytochrome b;22;9;19;8;3;6;5;26;12;13;50;7;43;32;20;32;13;7;19;27
2012;Hypomyces_aurantius;CYTB;apocytochrome b;27;9;19;9;1;8;8;27;10;38;52;8;14;32;21;23;13;7;19;31
2013;Metschnikowia_proteae;CYTB;cytochrome b;22;9;19;8;3;6;5;26;12;13;51;7;42;32;20;32;13;7;19;27
2014;Yarrowia_deformans;CYTB;cob gene product;26;9;19;10;5;7;4;23;11;18;51;8;30;34;22;27;19;7;17;26
2015;Candida_bohioensis;CYTB;apocytochrome b;21;12;19;9;4;7;5;26;11;15;50;5;35;31;23;31;11;8;23;28
2016;Cladonia_rangiferina;CYTB;cytochrome b, partial;28;9;19;8;1;7;11;21;9;39;52;9;14;37;19;28;16;6;14;26
2017;Cryptococcus_neoformans_var._grubii;CYTB;cytochrome b;28;10;20;8;2;6;7;27;12;34;51;5;16;27;23;25;21;10;17;26
2018;Phellinus_lamaoensis;CYTB;apocytochrome b;27;13;20;9;2;6;6;23;14;34;48;3;12;32;22;29;14;8;19;36
2019;Harpochytrium_sp._JEL94;CYTB;apocytochrome b;22;11;17;8;2;7;2;25;12;31;56;5;9;33;23;16;18;12;22;28
2020;Candida_neerlandica;CYTB;apocytochrome b;22;9;20;9;4;6;4;26;12;38;55;7;11;31;22;30;15;7;21;25
2021;Turbinellus_floccosus;CYTB;apocytochrome b;28;12;18;9;2;8;7;26;14;28;55;5;11;33;23;27;14;9;18;30
2022;Opegrapha_vulgata;CYTB;cytochrome b, partial;25;7;19;7;0;7;8;25;9;31;54;9;15;29;20;28;27;8;20;25
2023;[Candida_nivariensis;CYTB;apocytochrome b;20;10;16;8;4;10;5;26;12;39;43;6;14;37;19;26;17;8;19;33
2024;Monoblepharella_sp._JEL15;CYTB;apocytochrome b;21;12;17;8;1;5;4;25;14;34;52;4;11;36;24;16;16;12;20;27
2025;Tremella_fuciformis;CYTB;apocytochrome b;26;10;17;10;1;8;5;27;12;34;54;5;18;27;24;25;16;9;20;29
2026;Hirsutella_thompsonii;CYTB;apocytochrome b;27;9;19;9;1;8;8;26;10;40;51;7;14;33;21;23;14;7;20;29
2027;Porodaedalea_pini;CYTB;apocytochrome b;27;12;20;9;2;6;6;23;14;38;51;4;11;36;22;27;14;8;18;27
2028;Lachancea_kluyveri;CYTB;putative apocytochrome b;22;10;17;8;6;7;6;26;13;35;42;6;13;35;19;27;16;8;19;37
2029;[Candida_bracarensis;CYTB;apocytochrome b;20;10;16;8;4;10;5;26;12;37;44;6;14;37;19;26;18;8;19;33
2030;Candida_parapsilosis;CYTB;apocytochrome b;23;9;20;8;4;6;6;26;11;36;49;8;12;33;23;29;13;7;22;29
2031;Wickerhamomyces_pijperi;CYTB;apocytochrome b;19;8;17;9;5;8;5;26;13;37;51;8;9;33;20;29;15;5;23;33
2032;Arthroderma_uncinatum;CYTB;cytochrome b;29;10;20;11;2;8;7;24;10;45;55;7;13;29;22;24;15;7;18;22
2033;[Candida_subhashii;CYTB;CytBp;29;10;18;10;5;6;4;27;13;36;44;7;12;31;21;24;15;7;20;34
2034;Candida_orthopsilosis;CYTB;apocytochrome b;23;10;20;8;4;6;6;26;11;36;50;8;12;33;23;28;13;7;22;28
2035;Torulaspora_globosa;CYTB;apocytochrome b;20;10;16;8;7;7;6;26;13;34;46;7;12;34;19;27;14;7;22;37
2036;Clavispora_lusitaniae;CYTB;apocytochrome b;25;9;19;9;3;7;5;24;12;44;48;7;10;32;21;31;13;7;21;26
2037;Candida_metapsilosis;CYTB;apocytochrome b;23;9;20;8;4;6;6;26;11;36;50;8;12;33;23;29;13;7;22;28
2038;Ogataea_thermophila;CYTB;apocytochrome b;24;10;15;9;4;7;5;25;13;37;48;8;8;36;22;24;18;9;23;31
2039;Candida_theae;CYTB;apocytochrome b;23;10;20;8;4;6;6;26;11;37;50;8;12;33;23;28;13;7;22;27
2040;Laccaria_amethystina;CYTB;apocytochrome b;28;11;18;12;1;6;5;23;13;32;55;5;12;33;21;26;13;9;19;33
2041;Ogataea_philodendri;CYTB;apocytochrome b;22;10;14;9;4;7;5;26;13;34;47;8;8;38;22;26;17;10;22;34
2042;Arthrobotrys_musiformis;CYTB;apocytochrome b;27;8;20;8;1;8;6;26;9;32;48;8;14;34;18;27;18;10;21;29
2043;Kluyveromyces_marxianus;CYTB;cytochrome b;21;10;18;8;5;7;6;29;13;39;44;6;11;37;19;26;16;8;18;34
2044;Nakaseomyces_delphensis;CYTB;apocytochrome b;20;10;16;8;4;10;5;26;12;37;45;6;14;37;19;26;16;8;19;34
2045;Desarmillaria_tabescens;CYTB;cytochrome b;21;12;23;11;2;6;6;23;12;38;45;5;14;37;22;23;16;9;17;33
2046;Coccocarpia_palmicola;CYTB;cytochrome b;30;11;21;7;2;7;9;23;10;35;51;6;13;31;19;30;19;7;19;27
2047;Yarrowia_lipolytica;CYTB;COB protein;27;9;18;10;5;6;5;23;12;37;54;9;12;34;22;25;15;7;17;26
2048;Parastagonospora_nodorum_SN15;CYTB;cytochrome b;25;12;20;8;3;9;9;23;10;32;48;7;14;35;20;27;18;9;19;37
2049;Nectria_cinnabarina;CYTB;apocytochrome b;23;9;21;10;1;8;7;24;10;42;56;8;11;29;22;20;17;7;19;32
2050;Coniferiporia_sulphurascens;CYTB;apocytochrome b;28;11;21;9;2;6;6;23;14;38;49;5;12;35;22;25;17;8;19;27
2051;Candida_jiufengensis;CYTB;CytBp;22;10;21;8;4;6;6;26;11;32;40;7;20;32;23;29;23;7;22;25
2052;Flammulina_velutipes;CYTB;apocytochrome b;26;10;19;12;2;8;5;22;11;36;54;6;11;36;22;21;16;9;18;31
2053;Bipolaris_sorokiniana;CYTB;apocytochrome b;31;12;21;9;1;8;8;22;9;30;48;5;15;36;20;25;17;6;18;35
2054;Schizopora_paradoxa;CYTB;apocytochrome b;27;12;21;9;3;6;6;23;14;36;51;4;14;30;22;26;13;8;19;33
2055;Pichia_kluyveri;CYTB;apocytochrome b;26;10;16;9;5;7;5;28;13;40;51;7;10;34;22;26;12;7;21;27
2056;Chytriomyces_confervae;CYTB;apocytochrome b;27;12;18;9;0;4;6;24;12;36;54;5;11;35;21;22;16;9;18;24
2057;Russula_lepida;CYTB;apocytochrome b;28;11;20;9;1;8;7;21;12;35;55;5;13;32;22;30;15;9;17;27
2058;Lactarius_piperatus;CYTB;apocytochrome b;28;11;20;9;1;10;6;22;11;38;55;5;12;33;22;29;15;9;16;25
2059;Omphalotus_japonicus;CYTB;apocytochrome b;29;11;23;12;3;7;5;21;12;37;48;5;11;35;21;27;15;9;18;28
2060;Russula_virescens;CYTB;apocytochrome b;29;11;20;9;1;8;6;22;12;38;55;5;12;32;22;28;16;9;16;26
2061;Ganoderma_meredithae;CYTB;apocytochrome b;26;10;19;11;2;8;6;25;12;32;54;6;10;37;21;28;10;8;20;32
2062;Saccharomyces_arboricola;CYTB;Cobp;21;10;19;8;4;6;5;24;13;37;42;6;16;35;19;28;18;7;20;34
2063;Saccharomycodes_ludwigii;CYTB;apocytochrome b;17;10;16;10;5;5;6;27;13;47;40;8;15;35;19;26;15;9;19;31
2064;Fusarium_graminearum;CYTB;ubiquinol cytochrome c oxidoreductase apocytochrome b;29;9;20;10;1;8;7;23;10;39;56;8;13;29;22;21;16;7;18;30
2065;Fusarium_mangiferae;CYTB;apocytochrome b;28;9;19;11;1;8;7;23;10;37;58;8;14;29;22;21;16;7;18;30
2066;Candida_alai;CYTB;apocytochrome b;23;8;20;8;3;5;4;26;12;52;46;8;10;34;19;30;16;6;21;22
2067;Acremonium_chrysogenum;CYTB;apocytochrome b;29;10;19;8;1;8;10;24;10;43;54;7;10;29;22;23;17;7;21;24
2068;Ogataea_angusta;CYTB;apocytochrome b;25;10;15;9;4;7;5;25;13;36;44;8;9;37;22;24;21;9;23;30
2069;[Candida_hawaiiana;CYTB;cytochrome b;19;9;20;8;4;6;5;26;12;16;51;7;37;35;20;31;15;7;18;27
2070;Fusarium_verticillioides;CYTB;cob gene product;28;9;20;10;1;8;7;23;10;37;58;8;14;29;22;21;16;7;18;30
2071;Lactarius_volemus;CYTB;apocytochrome b;26;11;19;9;1;8;6;22;13;37;53;5;12;35;22;31;16;9;16;26
2072;Candida_prachuapensis;CYTB;apocytochrome b;22;9;19;9;4;7;4;26;12;10;36;8;41;30;23;27;31;7;22;27
2073;Hannaella_oryzae;CYTB;apocytochrome b;25;10;18;10;1;8;5;26;11;36;54;5;19;28;21;27;12;9;19;33
2074;Russula_foetens;CYTB;apocytochrome b;27;11;20;9;1;8;6;24;13;39;53;5;12;32;22;28;14;9;17;27
2075;Torulaspora_microellipsoides;CYTB;apocytochrome b;21;10;16;8;6;7;6;26;13;37;45;6;12;39;20;27;16;8;19;33
2076;Fusarium_solani;CYTB;cob gene product;26;9;20;10;1;8;7;23;10;39;56;8;15;29;22;21;17;7;18;30
2077;Torulaspora_quercuum;CYTB;apocytochrome b;22;10;16;8;6;7;6;26;14;36;49;6;10;35;19;27;14;7;21;35
2078;Schizophyllum_commune;CYTB;apocytochrome b;30;11;20;10;4;6;7;24;12;31;51;5;14;33;21;24;13;9;17;31
2079;Moniliophthora_perniciosa;CYTB;apocytochrome b;26;12;21;11;2;7;5;24;12;40;53;4;7;33;21;26;10;8;23;30
2080;Phlebia_radiata;CYTB;apocytochrome b;29;11;19;10;2;5;8;22;12;35;54;6;14;29;21;26;17;9;19;29
2081;Candida_frijolesensis;CYTB;apocytochrome b;22;9;20;9;4;7;4;26;12;43;55;7;12;31;22;30;13;7;21;22
2082;Wickerhamomyces_canadensis;CYTB;apocytochrome b;23;9;16;9;4;9;4;24;13;38;48;8;8;36;20;29;14;6;22;33
2083;Paxillus_involutus;CYTB;apocytochrome b;24;11;23;9;2;9;6;23;13;41;50;5;10;34;20;30;11;9;21;26
2084;Annulohypoxylon_stygium;CYTB;cytochrome b;29;11;23;9;2;7;9;22;10;33;51;7;12;33;21;28;13;6;19;32
2085;Russula_abietina;CYTB;apocytochrome b;29;11;20;9;1;8;6;22;12;36;55;5;13;33;22;29;14;9;17;26
2086;Metschnikowia_hawaiiensis;CYTB;cytochrome b;22;9;20;8;2;6;5;25;11;11;43;7;42;32;20;33;22;7;20;27
2087;Rhizopogon_vinicolor;CYTB;apocytochrome b;23;12;22;10;2;8;6;23;13;38;49;4;11;32;19;35;11;9;20;30
2088;Metschnikowia_caudata;CYTB;cytochrome b;20;9;19;8;5;7;5;25;12;17;51;7;38;34;21;31;14;7;19;23
2089;Metschnikowia_aberdeeniae;CYTB;cytochrome b;23;9;19;8;3;6;5;25;12;5;52;7;48;33;20;32;12;7;19;28
2090;Tricholoma_matsutake;CYTB;apocytochrome b;29;11;19;11;1;7;5;22;13;38;49;5;12;37;21;25;15;9;17;31
2091;Russula_compacta;CYTB;apocytochrome b;29;11;20;9;1;8;6;24;13;34;55;5;12;34;22;27;15;9;17;26
2092;Tricholoma_bakamatsutake;CYTB;apocytochrome b;27;11;18;11;1;6;6;21;13;33;52;5;13;35;21;25;17;9;17;36
2093;Komagataella_phaffii_CBS_7435;CYTB;hypothetical protein PP7435_Mit-0185;24;10;18;8;4;8;5;26;11;45;47;7;8;36;20;32;12;6;22;24
2094;Metschnikowia_arizonensis;CYTB;cytochrome b;18;10;20;8;3;7;5;27;12;14;50;6;41;35;20;32;15;7;20;23
2095;Kazachstania_sinensis;CYTB;Cobp;22;10;18;8;5;8;5;26;12;37;40;7;15;35;19;25;17;8;21;34
2096;Armillaria_sinapina;CYTB;apocytochrome b;22;12;22;12;2;6;6;21;12;36;47;5;15;37;22;24;16;9;16;32
2097;Russula_griseocarnosa;CYTB;apocytochrome b;30;11;20;9;1;8;6;22;12;37;53;5;13;33;22;29;14;9;17;26
2098;Metschnikowia_orientalis;CYTB;cytochrome b;22;9;18;9;4;6;5;25;12;7;49;7;46;34;20;31;16;7;19;27
2099;Metschnikowia_agaves;CYTB;cytochrome b;18;9;21;8;4;6;5;24;12;5;44;7;53;33;22;29;17;7;20;28
2100;[Candida_sake;CYTB;apocytochrome b;20;9;20;8;4;6;6;27;12;41;43;7;12;35;21;30;13;7;21;31
2101;Kluyveromyces_lactis;CYTB;apocytochrome b;24;10;19;8;6;6;6;28;13;36;40;6;12;40;20;25;14;8;18;33
2102;Lactifluus_hygrophoroides;CYTB;apocytochrome b;31;11;20;9;1;9;6;22;12;38;55;5;12;32;22;30;13;9;17;23
2103;Russula_subnigricans;CYTB;apocytochrome b;28;11;20;9;1;9;6;22;12;35;54;5;12;33;22;29;15;9;17;28
2104;Yarrowia_galli;CYTB;cob gene product;26;9;19;10;5;7;4;23;11;19;51;8;29;34;22;27;19;7;17;26
2105;Stemphylium_lycopersici;CYTB;apocytochrome b;32;12;20;9;2;9;8;20;10;31;45;6;16;34;20;25;18;6;19;34
2106;Armillaria_solidipes;CYTB;apocytochrome b;22;12;23;10;2;5;6;22;12;37;47;5;14;36;22;24;17;10;17;31
2107;Nakaseomyces_bacillisporus;CYTB;apocytochrome b;23;10;19;8;4;8;5;25;11;39;42;6;14;34;18;26;19;7;21;33
2108;Rhizopogon_salebrosus;CYTB;apocytochrome b;25;12;22;10;2;8;6;23;13;38;51;4;11;32;19;32;11;9;20;29
2109;Dactylella_tenuis;CYTB;apocytochrome b;27;8;19;9;3;8;6;27;9;35;47;9;14;35;19;23;18;9;17;31
2110;Lactarius_deliciosus;CYTB;apocytochrome b;29;11;20;9;1;9;6;22;12;33;54;5;12;34;21;29;15;9;17;29
2111;[Candida_castellii;CYTB;apocytochrome b;21;10;19;8;4;4;6;23;12;36;41;9;19;31;18;28;17;7;21;38
2112;Eremothecium_sinecaudum;CYTB;cytochrome b;11;9;20;8;5;6;7;23;12;44;42;8;22;34;18;26;26;8;20;24
2113;Sanghuangporus_sanghuang;CYTB;cob;25;10;20;8;2;7;6;22;13;37;46;5;11;35;22;27;18;6;18;33
2114;Cryptococcus_neoformans_var._grubii_H99;CYTB;apocytochrome b;29;10;21;8;3;7;8;27;13;36;54;5;16;33;24;29;22;10;18;30
2115;Magnusiomyces_capitatus;CYTB;apocytochrome b;30;10;16;7;2;7;8;29;10;12;51;7;41;33;22;26;13;6;19;24
2116;Asterophora_parasitica;CYTB;apocytochrome b;28;11;21;11;1;7;7;23;12;34;52;5;10;33;20;24;16;9;19;34
2117;[Candida_glabrata_CBS_138;CYTB;cytochrome-b;20;10;16;8;4;10;5;26;12;40;44;6;14;37;19;26;16;8;19;32
2118;Heterobasidion_irregulare;CYTB;cytochrome b;24;11;19;10;1;8;6;21;12;28;57;5;12;32;21;29;16;9;18;32
2119;Sporothrix_schenckii_1099-18;CYTB;cytchrome b;27;12;19;11;1;7;6;27;8;44;53;5;10;33;19;25;19;7;20;23
2120;Diddensiella_santjacobensis;CYTB;apocytochrome b;22;8;20;9;7;7;5;25;11;54;49;7;8;25;18;26;13;6;27;26
2121;Yarrowia_phangngaensis;CYTB;COB protein;27;9;19;10;5;7;4;23;11;13;56;8;33;34;22;26;16;7;17;26
2122;Hyaloraphidium_curvatum;CYTB;apocytochrome b;24;12;15;8;0;7;3;26;12;25;54;4;17;30;23;18;18;12;19;32
2123;Yarrowia_alimentaria;CYTB;CYTB gene product;25;9;19;10;5;7;4;23;11;22;49;8;26;34;22;28;18;7;17;29
2124;Rhizophydium_sp._136;CYTB;apocytochrome b;25;13;20;8;2;7;6;21;8;40;55;7;6;33;19;23;16;10;17;27
2125;Zygosaccharomyces_mellis;CYTB;apocytochrome b;21;10;16;8;6;9;5;27;12;39;47;6;14;35;19;26;15;8;20;31
2126;Armillaria_borealis;CYTB;apocytochrome b;22;12;22;12;2;5;6;22;12;37;47;5;14;36;22;23;17;10;16;32
